text_id, feature_id, feature_from_class, text_type, text_order, text_text
21,8,6,2,1,"The Paladin table shows how many spell slots you have to cast your spells. To cast one of your paladin spells of 1st level or higher, you must expend a slot of the spell's level or higher. You regain all expended spell slots when you finish a long rest."
22,8,6,2,2,"You prepare the list of paladin spells that are available for you to cast, choosing from the paladin spell list. When you do so, choose a number of paladin spells equal to your Charisma modifier + half your paladin level, rounded down (minimum of one spell). The spells must be of a level for which you have spell slots."
23,8,6,2,3,"For example, if you are a 5th-level paladin, you have four 1st-level and two 2nd-level spell slots. With a Charisma of 14, your list of prepared spells can include four spells of 1st or 2nd level, in any combination. If you prepare the 1st-level spell cure wounds, you can cast it using a 1st-level or a 2nd-level slot. Casting the spell doesn't remove it from your list of prepared spells."
24,8,6,2,4,"You can change your list of prepared spells when you finish a long rest. Preparing a new list of paladin spells requires time spent in prayer and meditation: at least 1 minute per spell level for each spell on your list."
25,9,6,1,0,"Spellcasting Ability"
26,9,6,2,1,"Charisma is your spellcasting ability for your paladin spells, since their power derives from the strength of your convictions. You use your Charisma whenever a spell refers to your spellcasting ability. In addition, you use your Charisma modifier when setting the saving throw DC for a paladin spell you cast and when making an attack roll with one."
27,9,6,2,2,"<b>Spell save DC</b> = 8 + your proficiency bonus + your Charisma modifier."
28,9,6,2,3,"<b>Spell attack modifier</b> = your proficiency bonus + your Charisma modifier."
29,10,6,1,0,"Ritual Casting"
30,10,6,2,1,"You can any paladin spell you know as a ritual if that spell has the ritual tag."
31,11,6,1,0,"Spellcasting Focus"
32,11,6,2,1,"You can use a holy symbol as a spellcasting focus for your paladin spells."
33,12,6,0,0,"Divine Smite"
34,12,6,2,1,"Starting at 2nd level, when you hit a creature with a melee weapon attack, you can expend one spell slot to deal radiant damage to the target, in addition to the weapon's damage. The extra damage is 2d8 for a 1st-level spell slot, plus 1d8 for each spell level higher than 1st, to a maximum of 5d8. The damage increases by 1d8 if the target is an undead or a fiend."
35,13,6,0,0,"Divine Health"
36,13,6,2,1,"By 3rd level, the divine magic flowing through you makes you immune to disease."
37,14,6,0,0,"Sacred Oath"
38,14,6,2,1,"When you reach 3rd level, you swear the oath that binds you as a paladin forever. Up to this time you have been in a preparatory stage, committed to the path but not yet sworn to it. Now you choose an oath, such as the Oath of Devotion."
39,14,6,2,2,"Your choice grants you features at 3rd level and again at 7th, 15th, and 20th level. Those features include oath spells and the Channel Divinity feature."
40,15,6,1,0,"Oath Spells"
41,15,6,2,1,"Each oath has a list of associated spells. You gain access to these spells at the levels specified in the oath description. Once you gain access to an oath spell, you always have it prepared. Oath spells don't count against the number of spells you can prepare each day."
42,15,6,2,2,"If you gain an oath spell that doesn't appear on the paladin spell list, the spell is nonetheless a paladin spell for you."
43,16,6,1,0,"Channel Divinity"
44,16,6,2,1,"Your oath allows you to channel divine energy to fuel magical effects. Each Channel Divinity option provided by your oath explains how to use it."
45,16,6,2,2,"When you use your Channel Divinity, you choose which option to use. You must then finish a short or long rest to use your Channel Divinity again."
46,16,6,2,3,"Some Channel Divinity effects require saving throws. When you use such an effect from this class, the DC equals your paladinSpell save DC."
47,17,6,0,0,"Ability Score Improvement"
48,17,6,2,1,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."
49,18,6,0,0,"Extra Attack"
50,18,6,2,1,"Beginning at 5th level, you can attack twice, instead of once, whenever you take the Attack action on your turn."
51,19,6,0,0,"Aura of Protection"
52,19,6,2,1,"Starting at 6th level, whenever you or a friendly creature within 10 feet of you must make a saving throw, the creature gains a bonus to the saving throw equal to your Charisma modifier (with a minimum bonus of +1). You must be conscious to grant this bonus."
53,19,6,2,2,"At 18th level, the range of this aura increases to 30 feet."
54,20,6,0,0,"Aura of Courage"
55,20,6,2,1,"Starting at 10th level, you and friendly creatures within 10 feet of you can't be frightened while you are conscious."
56,20,6,2,2,"At 18th level, the range of this aura increases to 30 feet."
57,21,6,0,0,"Improved Divine Smite"
58,21,6,2,1,"By 11th level, you are so suffused with righteous might that all your melee weapon strikes carry divine power with them. Whenever you hit a creature with a melee weapon, the creature takes an extra 1d8 radiant damage. If you also use your Divine Smite with an attack, you add this damage to the extra damage of your Divine Smite."
59,22,6,0,0,"Cleansing Touch"
60,22,6,2,1,"Beginning at 14th level, you can use your action to end one spell on yourself or on one willing creature that you touch."
61,22,6,2,2,"You can use this feature a number of times equal to your Charisma modifier (a minimum of once). You regain expended uses when you finish a long rest."
62,23,6,0,0,"Oath of Devotion"
63,23,6,2,1,"The Oath of Devotion binds a paladin to the loftiest ideals of justice, virtue, and order. Sometimes called cavaliers, white knights, or holy warriors, these paladins meet the ideal of the knight in shining armor, acting with honor in pursuit of justice and the greater good. They hold themselves to the highest standards of conduct, and some, for better or worse, hold the rest of the world to the same standards. Many who swear this oath are devoted to gods of law and good and use their gods' tenets as the measure of their devotion. They hold angels-the perfect servants of good-as their ideals, and incorporate images of angelic wings into their helmets or coats of arms."
64,24,6,1,0,"Tenets of Devotion"
65,24,6,2,1,"Though the exact words and strictures of the Oath of Devotion vary, paladins of this oath share these tenets."
66,24,6,3,2,"<b>Honesty.</b> Don't lie or cheat. Let your word be your promise."
67,24,6,3,3,"<b>Courage.</b> Never fear to act, though caution is wise."
68,24,6,3,4,"<b>Compassion.</b> Aid others, protect the weak, and punish those who threaten them. Show mercy to your foes, but temper it with wisdom."
69,24,6,3,5,"<b>Honor.</b> Treat others with fairness, and let your honorable deeds be an example to them. Do as much good as possible while causing the least amount of harm."
70,24,6,3,6,"<b>Duty.</b> Be responsible for your actions and their consequences, protect those entrusted to your care, and obey those who have just authority over you."
71,25,6,1,0,"Oath Spells"
72,25,6,2,1,"You gain oath spells at the paladin levels listed. Oath of Devotion Spells"
73,25,6,4,2,"Paladin"
74,25,6,5,3,"Level_::_Spells"
75,25,6,6,4,"3rd_::_protection from evil and good, sanctuary"
76,25,6,6,5,"5th_::_lesser restoration, zone of truth"
77,25,6,6,6,"9th_::_beacon of hope, dispel magic"
78,25,6,6,7,"13th_::_freedom of movement, guardian of faith"
79,25,6,6,8,"17th_::_commune, flame strike"
80,26,6,1,0,"Channel Divinity"
81,26,6,2,1,"When you take this oath at 3rd level, you gain the following two Channel Divinity options."
82,26,6,2,2,"<b>Sacred Weapon.</b> As an action, you can imbue one weapon that you are holding with positive energy, using your Channel Divinity. For 1 minute, you add your Charisma modifier to attack rolls made with that weapon (with a minimum bonus of +1). The weapon also emits bright light in a 20-foot radius and dim light 20 feet beyond that. If the weapon is not already magical, it becomes magical for the duration."
83,26,6,2,3,"You can end this effect on your turn as part of any other action. If you are no longer holding or carrying this weapon, or if you fall unconscious, this effect ends."
84,26,6,2,4,"<b>Turn the Unholy.</b> As an action, you present your holy symbol and speak a prayer censuring fiends and undead, using your Channel Divinity. Each fiend or undead that can see or hear you within 30 feet of you must make a Wisdom saving throw. If the creature fails its saving throw, it is turned for 1 minute or until it takes damage."
85,26,6,2,5,"A turned creature must spend its turns trying to move as far away from you as it can, and it can't willingly move to a space within 30 feet of you. It also can't take reactions. For its action, it can use only the Dash action or try to escape from an effect that prevents it from moving. If there's nowhere to move, the creature can use the Dodge action."
86,27,6,1,0,"Aura of Devotion"
87,27,6,2,1,"Starting at 7th level, you and friendly creatures within 10 feet of you can't be charmed while you are conscious."
88,27,6,2,2,"At 18th level, the range of this aura increases to 30 feet."
89,28,6,1,0,"Purity of Spirit"
90,28,6,2,1,"Beginning at 15th level, you are always under the effects of a protection from evil and good spell."
91,29,6,1,0,"Holy Nimbus"
92,29,6,2,1,"At 20th level, as an action, you can emanate an aura of sunlight. For 1 minute, bright light shines from you in a 30-foot radius, and dim light shines 30 feet beyond that."
93,29,6,2,2,"Whenever an enemy creature starts its turn in the bright light, the creature takes 10 radiant damage. In addition, for the duration, you have advantage on saving throws against spells cast by fiends or undead."
94,29,6,2,3,"Once you use this feature, you can't use it again until you finish a long rest."
