text_id, feature_id, feature_from_class, text_type, text_order, text_text
33,11,1,2,1,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."
34,12,1,0,0,"Font of Inspiration"
35,12,1,2,1,"Beginning when you reach 5th level, you regain all of your expended uses of Bardic Inspiration when you finish a short or long rest."
36,13,1,0,0,"Countercharm"
37,13,1,2,1,"At 6th level, you gain the ability to use musical notes or words of power to disrupt mind-influencing effects. As an action, you can start a performance that lasts until the end of your next turn. During that time, you and any friendly creatures within 30 feet of you have advantage on saving throws against being frightened or charmed. A creature must be able to hear you to gain this benefit. The performance ends early if you are incapacitated or silenced or if you voluntarily end it (no action required)."
38,14,1,0,0,"Magical Secrets"
39,14,1,2,1,"By 10th level, you have plundered magical knowledge from a wide spectrum of disciplines. Choose two spells from any class, including this one. A spell you choose must be of a level you can cast, as shown on the Bard table, or a cantrip."
40,14,1,2,2,"The chosen spells count as bard spells for you and are included in the number in the Spells Known column of the Bard table."
41,14,1,2,3,"You learn two additional spells from any class at 14th level and again at 18th level."
42,15,1,0,0,"Superior Inspiration"
43,15,1,2,1,"At 20th level, when you roll initiative and have no uses of Bardic Inspiration left, you regain one use."
44,16,1,0,0,"College of Lore"
45,16,1,2,1,"Bards of the College of Lore know something about most things, collecting bits of knowledge from sources as diverse as scholarly tomes and peasant tales. Whether singing folk ballads in taverns or elaborate compositions in royal courts, these bards use their gifts to hold audiences spellbound. When the applause dies down, the audience members might find themselves questioning everything they held to be true, from their faith in the priesthood of the local temple to their loyalty to the king."
46,16,1,2,2,"The loyalty of these bards lies in the pursuit of beauty and truth, not in fealty to a monarch or following the tenets of a deity. A noble who keeps such a bard as a herald or advisor knows that the bard would rather be honest than politic."
47,16,1,2,3,"The college's members gather in libraries and sometimes in actual colleges, complete with classrooms and dormitories, to share their lore with one another. They also meet at festivals or affairs of state, where they can expose corruption, unravel lies, and poke fun at self-important figures of authority."
48,17,1,1,0,"Bonus Proficiencies"
49,17,1,2,1,"When you join the College of Lore at 3rd level, you gain proficiency with three skills of your choice."
50,18,1,1,0,"Cutting Words"
51,18,1,2,1,"Also at 3rd level, you learn how to use your wit to distract, confuse, and otherwise sap the confidence and competence of others. When a creature that you can see within 60 feet of you makes an attack roll, an ability check, or a damage roll, you can use your reaction to expend one of your uses of Bardic Inspiration, rolling a Bardic Inspiration die and subtracting the number rolled from the creature's roll. You can choose to use this feature after the creature makes its roll, but before the GM determines whether the attack roll or ability check succeeds or fails, or before the creature deals its damage. The creature is immune if it can't hear you or if it's immune to being charmed."
52,19,1,1,0,"Additional Magical Secrets"
53,19,1,2,1,"At 6th level, you learn two spells of your choice from any class. A spell you choose must be of a level you can cast, as shown on the Bard table, or a cantrip. The chosen spells count as bard spells for you but don't count against the number of bard spells you know."
54,20,1,1,0,"Peerless Skill"
55,20,1,2,1,"Starting at 14th level, when you make an ability check, you can expend one use of Bardic Inspiration. Roll a Bardic Inspiration die and add the number rolled to your ability check. You can choose to do so after you roll the die for the ability check, but before the GM tells you whether you succeed or fail."
