text_id, feature_id, feature_from_class, text_type, text_order, text_text
33,11,10,2,2,"Your pact weapon disappears if it is more than 5 feet away from you for 1 minute or more. It also disappears if you use this feature again, if you dismiss the weapon (no action required), or if you die."
34,11,10,2,3,"You can transform one magic weapon into your pact weapon by performing a special ritual while you hold the weapon. You perform the ritual over the course of 1 hour, which can be done during a short rest. You can then dismiss the weapon, shunting it into an extradimensional space, and it appears whenever you create your pact weapon thereafter. You can't affect an artifact or a sentient weapon in this way. The weapon ceases being your pact weapon if you die, if you perform the 1-hour ritual on a different weapon, or if you use a 1-hour ritual to break your bond to it. The weapon appears at your feet if it is in the extradimensional space when the bond breaks."
35,12,10,1,0,"Pact of the Tome"
36,12,10,2,1,"Your patron gives you a grimoire called a Book of Shadows. When you gain this feature, choose three cantrips from any class's spell list (the three needn't be from the same list). While the book is on your person, you can cast those cantrips at will. They don't count against your number of cantrips known. If they don't appear on the warlock spell list, they are nonetheless warlock spells for you."
37,12,10,2,2,"If you lose your Book of Shadows, you can perform a 1-hour ceremony to receive a replacement from your patron. This ceremony can be performed during a short or long rest, and it destroys the previous book. The book turns to ash when you die."
38,13,10,0,0,"Ability Score Improvement"
39,13,10,2,1,"When you reach 4th level, and again at 8th, 12th, 16th, and 19th level, you can increase one ability score of your choice by 2, or you can increase two ability scores of your choice by 1. As normal, you can't increase an ability score above 20 using this feature."
40,14,10,0,0,"Mystic Arcanum"
41,14,10,2,1,"At 11th level, your patron bestows upon you a magical secret called an arcanum. Choose one 6th-level spell from the warlock spell list as this arcanum."
42,14,10,2,2,"You can cast your arcanum spell once without expending a spell slot. You must finish a long rest before you can do so again."
43,14,10,2,3,"At higher levels, you gain more warlock spells of your choice that can be cast in this way: one 7th-level spell at 13th level, one 8th-level spell at 15th level, and one 9th-level spell at 17th level. You regain all uses of your Mystic Arcanum when you finish a long rest."
44,15,10,0,0,"Eldritch Master"
45,15,10,2,1,"At 20th level, you can draw on your inner reserve of mystical power while entreating your patron to regain expended spell slots. You can spend 1 minute entreating your patron for aid to regain all your expended spell slots from your Pact Magic feature. Once you regain spell slots with this feature, you must finish a long rest before you can do so again."
46,16,10,0,0,"Eldritch Invocations"
47,16,10,2,1,"If an eldritch invocation has prerequisites, you must meet them to learn it. You can learn the invocation at the same time that you meet its prerequisites. A level prerequisite refers to your level in this class."
48,17,10,1,0,"Agonizing Blast"
49,17,10,2,1,"<b>Prerequisite: eldritch blast cantrip</b>"
50,17,10,2,2,"When you cast eldritch blast, add your Charisma modifier to the damage it deals on a hit."
51,18,10,1,0,"Armor of Shadows"
52,18,10,2,1,"You can cast mage armor on yourself at will, without expending a spell slot or material components."
53,19,10,1,0,"Ascendant Step"
54,19,10,2,1,"<b>Prerequisite: 9th level<b>"
55,19,10,2,2,"You can cast levitate on yourself at will, without expending a spell slot or material components."
56,20,10,1,0,"Beast Speech"
57,20,10,2,1,"You can cast speak with animals at will, without expending a spell slot."
58,21,10,1,0,"Beguiling Influence"
59,21,10,2,1,"You gain proficiency in the Deception and Persuasion skills."
60,22,10,1,0,"Bewitching Whispers"
61,22,10,2,1,"<b>Prerequisite: 7th level</b>"
62,22,10,2,2,"You can cast compulsion once using a warlock spell slot. You can't do so again until you finish a long rest."
63,23,10,1,0,"Book of Ancient Secrets"
64,23,10,2,1,"<b>Prerequisite: Pact of the Tome feature</b>"
65,23,10,2,2,"You can now inscribe magical rituals in your Book of Shadows. Choose two 1st-level spells that have the ritual tag from any class's spell list (the two needn't be from the same list). The spells appear in the book and don't count against the number of spells you know. With your Book of Shadows in hand, you can cast the chosen spells as rituals. You can't cast the spells except as rituals, unless you've learned them by some other means. You can also cast a warlock spell you know as a ritual if it has the ritual tag. On your adventures, you can add other ritual spells to your Book of Shadows. When you find such a spell, you can add it to the book if the spell's level is equal to or less than half your warlock level (rounded up) and if you can spare the time to transcribe the spell. For each level of the spell, the transcription process takes 2 hours and costs 50 gp for the rare inks needed to inscribe it."
66,24,10,1,0,"Chains of Carceri"
67,24,10,2,1,"<b>Prerequisite: 15th level, Pact of the Chain feature</b>"
68,24,10,2,2,"You can cast hold monster at will-targeting a celestial, fiend, or elemental-without expending a spell slot or material components. You must finish a long rest before you can use this invocation on the same creature again."
69,25,10,1,0,"Devil's Sight"
70,25,10,2,1,"You can see normally in darkness, both magical and nonmagical, to a distance of 120 feet."
71,26,10,1,0,"Dreadful Word"
72,26,10,2,1,"<b>Prerequisite: 7th level</b>"
73,26,10,2,2,"You can cast confusion once using a warlock spell slot. You can't do so again until you finish a long rest."
74,27,10,1,0,"Eldritch Sight"
75,27,10,2,1,"You can cast detect magic at will, without expending a spell slot."
76,28,10,1,0,"Eldritch Spear"
77,28,10,2,1,"<b>Prerequisite: eldritch blast cantrip</b>"
78,28,10,2,2,"When you cast eldritch blast, its range is 300 feet."
79,29,10,1,0,"Eyes of the Rune Keeper"
80,29,10,2,1,"You can read all writing."
81,30,10,1,0,"Fiendish Vigor"
82,30,10,2,1,"You can cast false life on yourself at will as a 1st-level spell, without expending a spell slot or material components."
83,31,10,1,0,"Gaze of Two Minds"
84,31,10,2,1,"You can use your action to touch a willing humanoid and perceive through its senses until the end of your next turn. As long as the creature is on the same plane of existence as you, you can use your action on subsequent turns to maintain this connection, extending the duration until the end of your next turn. While perceiving through the other creature's senses, you benefit from any special senses possessed by that creature, and you are blinded and deafened to your own surroundings."
85,32,10,1,0,"Lifedrinker"
86,32,10,2,1,"<b>Prerequisite: 12th level, Pact of the Blade feature</b>"
87,32,10,2,2,"When you hit a creature with your pact weapon, the creature takes extra necrotic damage equal to your Charisma modifier (minimum 1)."
88,33,10,1,0,"Mask of Many Faces"
89,33,10,2,1,"You can cast disguise self at will, without expending a spell slot."
90,34,10,1,0,"Master of Myriad Forms"
91,34,10,2,1,"<b>Prerequisite: 15th level</b>"
92,34,10,2,2,"You can cast alter self at will, without expending a spell slot."
93,35,10,1,0,"Minions of Chaos"
94,35,10,2,1,"<b>Prerequisite: 9th level</b>"
95,35,10,2,2,"You can cast conjure elemental once using a warlock spell slot. You can't do so again until you finish a long rest."
96,36,10,1,0,"Mire the Mind"
97,36,10,2,1,"<b>Prerequisite: 5th level</b>"
98,36,10,2,2,"You can cast slow once using a warlock spell slot. You can't do so again until you finish a long rest."
99,37,10,1,0,"Misty Visions"
100,37,10,2,1,"You can cast silent image at will, without expending a spell slot or material components."
101,38,10,1,0,"One with Shadows"
102,38,10,2,1,"<b>Prerequisite: 5th level</b>"
103,38,10,2,2,"When you are in an area of dim light or darkness, you can use your action to become invisible until you move or take an action or a reaction."
104,39,10,1,0,"Otherworldly Leap"
105,39,10,2,1,"<b>Prerequisite: 9th level</b>"
106,39,10,2,2,"You can cast jump on yourself at will, without expending a spell slot or material components."
107,40,10,1,0,"Repelling Blast"
108,40,10,2,1,"<b>Prerequisite: eldritch blast cantrip</b>"
109,40,10,2,2,"When you hit a creature with eldritch blast, you can push the creature up to 10 feet away from you in a straight line."
110,41,10,1,0,"Sculptor of Flesh"
111,41,10,2,1,"<b>Prerequisite: 7th level</b>"
112,41,10,2,2,"You can cast polymorph once using a warlock spell slot. You can't do so again until you finish a long rest."
113,42,10,1,0,"Sign of Ill Omen"
114,42,10,2,1,"<b>Prerequisite: 5th level</b>"
115,42,10,2,2,"You can cast bestow curse once using a warlock spell slot. You can't do so again until you finish a long rest."
116,43,10,1,0,"Thief of Five Fates"
117,43,10,2,1,"You can cast bane once using a warlock spell slot. You can't do so again until you finish a long rest."
118,44,10,1,0,"Thirsting Blade"
119,44,10,2,1,"<b>Prerequisite: 5th level, Pact of the Blade feature</b>"
120,44,10,2,2,"You can attack with your pact weapon twice, instead of once, whenever you take the Attack action on your turn."
121,45,10,1,0,"Visions of Distant Realms"
122,45,10,2,1,"<b>Prerequisite: 15th level</b>"
123,45,10,2,2,"You can cast arcane eye at will, without expending a spell slot."
124,46,10,1,0,"Voice of the Chain Master"
125,46,10,2,1,"<b>Prerequisite: Pact of the Chain feature</b>"
126,46,10,2,2,"You can communicate telepathically with your familiar and perceive through your familiar's senses as long as you are on the same plane of existence. Additionally, while perceiving through your familiar's senses, you can also speak through your familiar in your own voice, even if your familiar is normally incapable of speech."
127,47,10,1,0,"Whispers of the Grave"
128,47,10,2,1,"<b>Prerequisite: 9th level</b>"
129,47,10,2,2,"You can cast speak with dead at will, without expending a spell slot."
130,48,10,1,0,"Witch Sight"
131,48,10,2,1,"<b>Prerequisite: 15th level</b>"
132,48,10,2,2,"You can see the true form of any shapechanger or creature concealed by illusion or transmutation magic while the creature is within 30 feet of you and within line of sight."
133,49,10,0,0,"The Fiend"
134,49,10,2,1,"You have made a pact with a fiend from the lower planes of existence, a being whose aims are evil, even if you strive against those aims. Such beings desire the corruption or destruction of all things, ultimately including you. Fiends powerful enough to forge a pact include demon lords such as Demogorgon, Orcus, Fraz'Urb-luu, and Baphomet; archdevils such as Asmodeus, Dispater, Mephistopheles, and Belial; pit fiends and balors that are especially mighty; and ultroloths and other lords of the yugoloths."
135,50,10,1,0,"Expanded Spell List"
136,50,10,2,1,"The Fiend lets you choose from an expanded list of spells when you learn a warlock spell. The following spells are added to the warlock spell list for you."
137,50,10,4,2,"Fiend Expanded Spells"
138,50,10,5,3,"Spell_::_Level Spells"
139,50,10,6,4,"1st_::_burning hands, command"
140,50,10,6,5,"2nd_::_blindness/deafness, scorching ray"
141,50,10,6,6,"3rd_::_fireball, stinking cloud"
142,50,10,6,7,"4th_::_fire shield, wall of fire"
143,50,10,6,8,"5th_::_flame strike, hallow"
144,51,10,1,0,"Dark One's Blessing"
145,51,10,2,1,"Starting at 1st level, when you reduce a hostile creature to 0 hit points, you gain temporary hit points equal to your Charisma modifier + your warlock level (minimum of 1)."
146,52,10,1,0,"Dark One's Own Luck"
147,52,10,2,1,"Starting at 6th level, you can call on your patron to alter fate in your favor. When you make an ability check or a saving throw, you can use this feature to add a d10 to your roll. You can do so after seeing the initial roll but before any of the roll's effects occur."
148,52,10,2,2,"Once you use this feature, you can't use it again until you finish a short or long rest."
149,53,10,1,0,"Fiendish Resilience"
150,53,10,2,1,"Starting at 10th level, you can choose one damage type when you finish a short or long rest. You gain resistance to that damage type until you choose a different one with this feature. Damage from magical weapons or silver weapons ignores this resistance."
151,54,10,1,0,"Hurl Through Hell"
152,54,10,2,1,"Starting at 14th level, when you hit a creature with an attack, you can use this feature to instantly transport the target through the lower planes. The creature disappears and hurtles through a nightmare landscape."
153,54,10,2,2,"At the end of your next turn, the target returns to the space it previously occupied, or the nearest unoccupied space. If the target is not a fiend, it takes 10d10 psychic damage as it reels from its horrific experience."
154,54,10,2,3,"Once you use this feature, you can't use it again until you finish a long rest."
